Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Burkina Faso,BFA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,12.20559025,12.72924042,13.05107021,13.52604008,14.11697006,14.61450958,15.07215977,15.73085022,16.36038971,17.29207993,18.48386002,20.06352997,21.83786964,23.34259033,25.56904984,27.77662086,29.78624916,30.31632996,31.49872971,32.52550125,33.72296906,34.41490936,35.47658157,36.77635956,38.83546066,40.96957016,,43.31879044,44.28435135,45.01736832,46.43783188,47.05757141,49.31103897,53.87440109,58.3271904,62.06520844,67.6690979,73.22383881,77.61482239,78.01416779,81.59490967,84.09261322,85.71839905,87.33791351,88.36615753,91.11083984,93.65312958,96.09037018,94.5357132,92.62789154,
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,56.26689911,52.05381012,64.5281601,76.71961975,75.04342651,79.98327637,81.35031128,75.57150269,74.02332306,72.82370758,71.61141205,70.34065247,71.59104156,73.02713013,71.79937744,69.8883667,69.50491333,68.42334747,80.45108795,80.41992188,83.79701233,,,,,,,,,,,,,,,101.6478119,102.416153,101.6202469,99.5429306,102.9275665,105.9745483,,,,,,,114.9886627,116.4663391,,119.5564499,
Bulgaria,BGR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,105.8317795,104.0001678,101.8075714,99.5549469,96.19117737,98.15101624,100.2810516,102.9670334,103.4934464,101.2339706,100.5986023,103.3431702,104.489563,106.3460312,107.0759811,104.7149963,105.6414032,103.4710693,101.3178635,94.68267822,93.58344269,93.58280182,94.46318054,95.55909729,97.58338928,101.0982895,102.3031769,103.1721878,103.330101,103.4540329,104.4845963,103.39814,104.6338272,105.1268463,103.3585968,103.4179077,106.8442688,108.8717499,109.6889267,108.3310089,103.5848618,100.3291702,98.05493927,96.66216278,94.19827271,91.08322144,89.33377075,87.44220734,85.94416046,,
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,106.4893265,109.8236618,111.9706116,113.0048904,115.4149094,112.4263763,110.3399963,108.4435501,109.2044601,109.0933533,106.9794693,106.0514069,105.2855606,109.6343079,111.1008835,112.5088272,111.8895035,112.138031,112.7370987,110.3334122,111.4463577,107.906868,107.6867828,106.9723969,107.7029572,107.678833,107.7346115,107.7991333,107.8946304,104.9660263,100.6770401,100.7419815,99.80986023,98.38226318,95.74597931,98.41713715,,,,,94.86897278,95.34284973,97.67427826,99.7290802,101.2005081,101.093132,101.213089,99.36305237,98.02790833,,
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.7828293,99.90995026,96.3508606,99.34906769,102.4211502,103.4418564,105.0781631,106.163147,104.0758133,100.8967285,101.7971115,100.427063,100.8615112,95.93898773,105.4462738,106.6216583,,,,98.34101105,95.1213913,94.46095276,95.37963867,94.6088562,95.96749115,101.2487488,98.90213776,99.30194855,96.65512848,,,93.19962311,,98.25660706,100.3983383,96.0582962,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.0722885,101.1263199,100.1865387,99.01777649,98.60719299,98.49095154,99.34810638,100.8003922,102.0333176,104.0153198,105.1116333,105.9454727,106.3648071,107.025032,107.7806625,108.8440018,94.79708862,94.83006287,94.08791351,94.08245087,96.2190094,95.89096069,97.53603363,97.38446045,98.24659729,98.93180084,99.97601318,102.225441,111.3961563,113.7167664,114.9993134,112.4711609,102.379303,99.97944641,98.43138123,99.36715698,101.7897263,104.8463821,105.9405212,104.3696899,102.1262283,99.81443024,98.2072525,98.30412292,99.14978027,101.0770416,101.9657898,100.5002136,98.44673157,95.3421402,
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,113.3938675,111.3638382,111.0652695,110.5651779,,107.2613678,108.4702835,108.9589462,,109.262001,106.8145294,107.5948868,108.5352173,113.290947,113.8104477,112.5246201,113.926712,113.1033096,111.5556717,112.7352982,114.7413712,113.8160782,115.0652771,117.8465576,119.6816025,123.1245117,122.2979889,,119.0675125,115.9109726,112.4040375,107.2670212,111.1511612,112.8524017,113.2709579,113.6849289,113.1168289,112.3320236,113.0299377,112.5697479,111.4016418,113.7844696,111.957489,111.552742,112.8883286,114.4841614,113.2306137,111.6968765,110.4903107,107.6850967,
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,97.30718231,95.19715118,92.78816223,93.22693634,93.79151154,96.78703308,98.20340729,98.95928955,92.79264832,93.72161865,93.12618256,92.84812164,92.20654297,90.81951141,91.38310242,,,,,,,,,,100.8116302,,113.2434998,,,,97.15908813,97.03556824,97.40467072,97.17172241,97.54097748,97.41773987,,,,99.3117218,98.3706665,97.21005249,96.80600739,98.06266022,101.1463394,,,,,,
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,88.93090057,88.57391357,90.00283813,92.41235352,94.61704254,99.43927002,101.5459595,98.38282776,99.20744324,100.7586212,99.96710205,101.5398483,,103.7264862,109.3838882,,107.4294968,114.0451126,,103.2028198,105.7126465,107.4468613,107.5949402,108.48703,110.4940796,112.9630127,114.1148529,115.3264008,116.3243103,118.3021774,118.2212219,117.2415237,117.8200378,116.0453796,115.4166489,114.8131638,113.2795715,112.3887634,111.0084991,107.1725998,104.5204391,100.6868896,98.28176117,97.01457214,95.90289307,95.90843964,96.55513,97.52735901,98.15091705,98.52799225,98.84809875,
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.6453857,,150.785553,146.8277893,140.5444946,133.6963043,133.2621613,,128.1797943,132.0552063,131.1651611,,106.9850616,108.8190231,114.5027695,114.8582001,113.3699722,114.5202789,115.9717789,114.476532,111.9657822,,
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.3887024,100.2996674,101.349968,98.5956192,104.6375504,107.5484009,114.5799637,116.3131104,115.1507111,101.4028397,98.14096832,98.25099945,99.78620148,105.9583817,108.6804581,,,,119.4540863,114.4669189,,106.2866287,,,,,,,102.2181931,100.6538925,99.27465057,96.76538849,96.64907074,94.95597839,96.12875366,98.2460022,99.64701843,101.1689224,100.4597092,99.5956192,98.28398895,,,95.19335175,95.91723633,97.28296661,97.76967621,99.35134888,100.3379135,99.65300751,
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,129.5664368,133.0525208,133.8281555,131.7407227,129.5646973,124.8921509,124.4257889,125.5822983,123.9890518,107.7033768,105.4973602,105.2636795,101.8222733,102.4766312,105.1065674,104.424118,111.1802521,110.7502289,114.0831985,118.0921326,,111.0943069,111.4716415,113.4730988,114.804863,113.8679123,112.5464706,110.3479691,112.4637527,111.844101,110.1819077,107.3191299,107.7133484,110.6532669,111.04673,110.6296997,110.3037262,109.6869583,107.6224136,106.9230423,106.5421677,106.8165207,105.9343872,106.1110306,105.4932098,105.5275497,107.122818,104.8577118,103.151619,100.0995026,98.31387329,
Bhutan,BTN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,19.77725983,19.68001938,21.04910088,,24.10251045,,29.0815506,31.56773949,31.67995071,35.43566895,45.49314117,50.71480942,53.26612091,57.13497162,59.37852097,59.22605896,54.44313812,55.28852844,57.14757919,,,51.3915596,50.63327026,55.74013901,58.60168839,62.55360031,66.38707733,69.55832672,71.38594818,73.23358917,76.17700958,78.63001251,81.08416748,84.15406036,87.92790222,91.05957794,94.55560303,97.91548157,100.9437866,105.1542435,108.214447,110.8769836,111.9010315,106.9431076,105.4768219,104.2337723,102.6606827,101.334137,100.139679,,105.8116913,
Botswana,BWA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,67.17926788,61.41524124,61.69549179,66.98296356,70.12902069,75.89887238,78.94693756,82.90759277,84.29229736,87.15708923,91.94393158,95.41992188,96.98065186,99.51229095,101.6938324,104.492157,106.1931534,107.7337723,108.9820404,111.0198822,111.0342636,113.4506531,111.6616516,111.0820618,111.2870178,110.4230118,111.3063889,111.7317886,110.5444794,110.2667084,110.428421,111.4173203,111.5221786,111.3464279,110.886879,111.1485901,111.4676895,109.8346481,108.4972076,108.2003632,,,105.0808487,105.001442,103.7176437,103.2383881,,,,,,99.01898956
Central African Republic,CAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,65.38928986,64.16307831,68.10584259,68.61593628,72.12822723,72.3719101,74.80898285,74.19101715,72.91828156,71.8936615,71.014328,72.85157776,73.97744751,77.37423706,79.80092621,78.57952881,67.59620667,68.55809021,69.05864716,72.77172852,67.10072327,58.58322906,,,,,,,,,77.83853912,68.23957062,67.35006714,57.62015915,63.89601135,63.46092987,72.96401978,83.78250122,85.08270264,87.33161163,87.67289734,87.80935669,,,,102.018898,,,,,
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.7319717,100.7097092,98.594841,97.23220825,98.09449768,98.39092255,99.00691986,99.55196381,99.63516235,99.71363068,99.47411346,105.2247391,104.6400223,104.0704498,103.7870636,104.0246887,103.9568481,104.0055466,104.2681885,104.2817764,104.4418411,103.6741486,102.6970978,101.9000397,101.8100815,102.8130798,,99.82164001,100.2574692,100.7887726,,,,98.47679901,97.36457062,98.88063049,98.96647644,98.01331329,99.00879669,98.64160156,98.1893692,99.51828003,100.3407135,101.5366592,102.4850769,101.0238724,100.9436798,101.501091,100.9897537,,
Central Europe and the Baltics,CEB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,103.131897,103.1027069,103.9165115,103.6602707,103.6741791,102.9652786,102.2607574,101.5454407,100.8305664,99.93845367,98.60884094,97.7009964,98.90838623,99.75341034,100.1855927,99.87271881,98.93860626,98.48130798,97.41229248,96.39555359,94.88114166,94.29099274,95.34388733,96.46871948,97.33351135,97.55953217,98.09114838,98.85273743,99.52667236,98.98352051,99.05145264,99.340271,99.10986328,99.0512085,99.45536041,98.89888763,98.54451752,98.7724762,98.37071228,98.82006836,99.07393646,98.93132019,99.67292786,99.05349731,98.3483429,97.59906006,96.91124725,96.47176361,95.26242828,95.28640747,95.34358215,
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,93.83506012,93.20645142,92.53501892,91.80296326,83.26101685,84.20066833,83.2039566,82.61206055,82.50881195,82.46971893,81.89840698,81.44307709,81.26602173,81.62348938,82.78621674,84.66439056,87.1953125,89.66365051,90.98531342,91.2620697,95.60694122,94.55490875,96.06027985,98.10584259,,105.4125824,105.8800735,106.6896515,105.618721,104.6274796,104.018158,103.3386993,102.3071823,101.9868469,102.1081085,102.5406799,102.8344421,102.8494568,103.1139221,103.153717,103.6014786,103.4874268,104.1841965,104.6291122,105.1906815,105.4764709,105.7872772,,
Channel Islands,CHI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,117.481102,124.4307175,125.3566589,126.2494202,126.3202286,123.9176178,120.5345383,119.4073792,118.6359787,118.572998,115.5435715,113.2436371,110.8084869,108.8064117,104.9636307,104.7394409,102.8753967,,100.1350021,101.1376266,102.6298904,103.04319,100.4115982,100.6024704,,,100.3041077,78.36396027,103.0090332,103.7698669,103.0135117,,100.8430481,99.72118378,104.1549988,104.5610809,105.4123535,106.7814789,107.5443497,106.5049591,103.7504807,103.4072495,103.2480698,101.4587402,100.9414597,100.6848373,100.9782562,101.4301605,102.1792221,102.3705368,,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,107.0421677,106.3358307,108.0415115,115.4007492,119.1142426,121.4987564,121.5533981,116.5009689,110.6123276,109.2433014,109.719368,111.1699905,110.754158,110.7784119,111.5861969,116.6951828,121.48349,126.1507111,128.0993958,128.4742126,127.5487823,124.3763809,121.7244873,118.3772278,114.9444885,111.7638168,108.0741577,105.5070877,105.769371,,,112.3415909,,,,,100.9932785,100.7070465,100.7424393,100.0061035,98.96421814,99.04701996,99.79109955,99.56459808,95.7964325,96.31860352,97.96192169,99.40480804,100.2227478,101.9257202,103.1739578,
Cote d'Ivoire,CIV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,59.33253098,61.64683914,61.80448914,63.44821167,64.93514252,65.8115387,66.24247742,68.93383789,72.32377625,75.58979034,77.34175873,79.17324829,79.52404785,78.91438293,76.61090851,74.17649841,72.98209381,71.59866333,71.59329224,71.98232269,71.74420166,70.15789032,69.4382019,68.00031281,70.01078033,70.55156708,71.0151825,71.84345245,72.57141876,74.57289124,73.91165161,76.12586975,76.47013092,71.86367035,,,68.51096344,68.98220062,72.73876953,71.83100128,,79.69288635,82.73464203,83.99137878,86.80014038,90.65904236,95.88668823,98.3680191,99.79975128,100.3153381,100.4579315,
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,92.34768677,89.76547241,90.0577774,91.10964203,93.31076813,94.58779907,93.20307922,94.31754303,94.88774872,95.27755737,97.67250061,98.60742188,101.1121368,99.30523682,100.1778717,101.0160675,102.4532776,102.938652,99.33312988,98.87776184,96.26161194,90.41085815,,83.48693085,81.28502655,74.67913818,78.20269012,80.35401154,82.84075928,85.20452118,100.8117294,100.8028183,100.92099,105.4128723,103.4494476,102.3047638,104.2417526,104.3504791,106.266861,108.1326599,107.2281418,111.6661911,,113.2790298,116.2104416,116.1173019,110.3206787,103.4021225,105.7478409,,
"Congo, Dem. Rep.",COD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,96.48459625,96.28687286,96.49368286,95.57853699,94.69564056,95.43182373,95.03717804,95.62999725,95.84722137,96.42163086,97.46707153,98.14309692,98.84040833,99.64663696,94.4133606,94.88816071,82.35547638,83.68936157,,61.77510834,79.62924194,77.51647186,78.32215118,76.25872803,80.66085815,,,65.7621994,53.37403107,,,66.96289063,,,,,93.10951233,101.4436188,100.490921,99.99916077,101.1622391,105.4910507,106.5535507,110.176651,107.9770813,,,118.45961,,,
"Congo, Rep.",COG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,111.2289581,116.6166077,118.9743805,121.2601776,122.7009125,123.2892685,123.1996689,124.4173813,124.7066193,128.7247772,127.1061478,128.0898132,128.7797241,130.5858307,130.8586731,132.0056152,134.3667603,128.9812012,127.1603775,124.0142212,122.3526306,119.7534332,122.2353973,118.4555893,119.0194702,111.9534378,110.0975418,92.27097321,58.35105896,86.47666168,101.2436066,103.5903015,97.9595108,109.313652,108.5212097,108.7347717,106.163147,103.7749023,107.3627777,109.160202,109.2318726,106.6400604,,,,,,93.69561005,,,
Colombia,COL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,102.302742,104.7474899,105.2630615,108.0365372,108.4922028,111.4647293,115.1383133,118.5066223,122.2815323,125.2138214,120.8780823,122.2849503,112.9922409,112.6027222,110.8021393,109.0764771,105.9875107,107.2115479,107.0624313,107.2529984,107.5102997,108.0157471,112.3544006,113.2647476,113.6806793,113.9945679,118.5603333,,120.8489838,119.6371078,119.3839417,116.2485733,117.1530533,,119.5810089,121.526619,122.4302368,123.1524734,123.645752,124.5789108,120.3232117,117.6694717,114.9600525,116.2692108,114.5444183,115.2318878,116.2337036,114.9832687,114.5266571,114.0009918,112.6757736,
Comoros,COM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,39.26977921,39.82820892,50.28414154,56.83967972,68.5858078,83.92024994,96.03938293,,105.1656189,,117.6508789,,113.8736572,111.2978897,108.6288986,111.8513336,102.140892,102.1426697,100.6953278,99.05364227,102.4651108,106.7125092,100.3861694,102.1818237,,97.11476898,,101.0447311,92.94510651,103.1900024,,111.9913177,110.3323517,108.1850891,,,103.9731827,108.641243,,,108.0246506,,107.0317917,104.9748917,,,99.44759369,99.50662994,,,
Cabo Verde,CPV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,57.29653931,68.1792984,82.7131424,94.67835999,100.7727432,125.6623077,117.9805832,116.8896484,115.72435,114.3399582,113.4138184,112.8513336,107.0728912,113.2069016,114.7936707,116.2457809,119.2995682,122.2772369,124.9345474,126.1749573,125.8093567,,,124.3565292,,,,124.4433899,122.9770279,120.1232224,117.9563293,116.8551178,115.3991699,113.9930573,114.2273102,115.9219284,116.0254364,115.3738022,113.3897629,111.1121521,109.0176315,107.9075775,108.1929321,107.4293137,105.4968414,103.9074707,103.2829208,104.0279694,100.8880692,,
